technique_id,name,phases,platforms,permissions,mitre_tactic_score
T1565.003,Runtime Data Manipulation,impact,"Linux,macOS,Windows","User,Administrator,root,SYSTEM",5
T1606.002,SAML Tokens,credential-access,"Azure AD,SaaS,Windows,Office 365,Google Workspace",Administrator,4
T1134.005,SID-History Injection,"defense-evasion,privilege-escalation",Windows,"Administrator,SYSTEM",5
T1553.003,SIP and Trust Provider Hijacking,defense-evasion,Windows,"SYSTEM,Administrator",3
T1021.002,SMB/Windows Admin Shares,lateral-movement,Windows,"User,Administrator",4
T1602.001,SNMP (MIB Dump),collection,Network,Administrator,2
T1505.001,SQL Stored Procedures,persistence,"Windows,Linux","Administrator,SYSTEM,root",3
T1021.004,SSH,lateral-movement,"Linux,macOS",,4
T1098.004,SSH Authorized Keys,persistence,"Linux,macOS","User,Administrator",3
T1563.001,SSH Hijacking,lateral-movement,"Linux,macOS",root,4
T1596.005,Scan Databases,reconnaissance,PRE,,1
T1595.001,Scanning IP Blocks,reconnaissance,PRE,,1
T1053.005,Scheduled Task,"execution,persistence,privilege-escalation",Windows,Administrator,5
T1053,Scheduled Task/Job,"execution,persistence,privilege-escalation","Windows,Linux,macOS,Containers","Administrator,SYSTEM,User",5
T1029,Scheduled Transfer,exfiltration,"Linux,macOS,Windows",,4
T1113,Screen Capture,collection,"Linux,macOS,Windows",,2
T1546.002,Screensaver,"privilege-escalation,persistence",Windows,User,5
T1597,Search Closed Sources,reconnaissance,PRE,,1
T1593.002,Search Engines,reconnaissance,PRE,,1
T1596,Search Open Technical Databases,reconnaissance,PRE,,1
T1593,Search Open Websites/Domains,reconnaissance,PRE,,1
T1594,Search Victim-Owned Websites,reconnaissance,PRE,,1
T1003.002,Security Account Manager,credential-access,Windows,SYSTEM,4
T1518.001,Security Software Discovery,discovery,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace",User,2
T1547.005,Security Support Provider,"persistence,privilege-escalation",Windows,Administrator,5
T1555.002,Securityd Memory,credential-access,"Linux,macOS",root,4
T1583.004,Server,resource-development,PRE,,1
T1584.004,Server,resource-development,PRE,,1
T1505,Server Software Component,persistence,"Windows,Linux,macOS","Administrator,SYSTEM,root",3
T1569.002,Service Execution,execution,Windows,"Administrator,SYSTEM",3
T1499.002,Service Exhaustion Flood,impact,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace",,5
T1489,Service Stop,impact,"Windows,Linux,macOS","Administrator,SYSTEM,User",5
T1574.010,Services File Permissions Weakness,"persistence,privilege-escalation,defense-evasion",Windows,"Administrator,User",5
T1574.011,Services Registry Permissions Weakness,"persistence,privilege-escalation,defense-evasion",Windows,"Administrator,User",5
T1548.001,Setuid and Setgid,"privilege-escalation,defense-evasion","Linux,macOS",User,5
T1129,Shared Modules,execution,Windows,User,3
T1213.002,Sharepoint,collection,"Windows,Office 365",User,2
T1547.009,Shortcut Modification,"persistence,privilege-escalation",Windows,"Administrator,User",5
T1218,Signed Binary Proxy Execution,defense-evasion,Windows,"User,Administrator",3
T1216,Signed Script Proxy Execution,defense-evasion,Windows,User,3
T1558.002,Silver Ticket,credential-access,Windows,User,4
T1593.001,Social Media,reconnaissance,PRE,,1
T1585.001,Social Media Accounts,resource-development,PRE,,1
T1586.001,Social Media Accounts,resource-development,PRE,,1
T1592.002,Software,reconnaissance,PRE,,1
T1072,Software Deployment Tools,"execution,lateral-movement","Linux,macOS,Windows","User,Administrator,SYSTEM",4
T1518,Software Discovery,discovery,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace","User,Administrator",2
T1027.002,Software Packing,defense-evasion,"macOS,Windows",,3
T1036.006,Space after Filename,defense-evasion,"Linux,macOS",User,3
T1566.001,Spearphishing Attachment,initial-access,"macOS,Windows,Linux",,5
T1598.002,Spearphishing Attachment,reconnaissance,PRE,,1
T1566.002,Spearphishing Link,initial-access,"Linux,macOS,Windows,Office 365,SaaS,Google Workspace",,5
T1598.003,Spearphishing Link,reconnaissance,PRE,,1
T1598.001,Spearphishing Service,reconnaissance,PRE,,1
T1566.003,Spearphishing via Service,initial-access,"Linux,macOS,Windows",,5
T1608,Stage Capabilities,resource-development,PRE,,1
T1132.001,Standard Encoding,command-and-control,"Linux,macOS,Windows",User,4
T1037.005,Startup Items,"persistence,privilege-escalation",macOS,Administrator,5
T1528,Steal Application Access Token,credential-access,"SaaS,Office 365,Azure AD,Google Workspace",User,4
T1539,Steal Web Session Cookie,credential-access,"Linux,macOS,Windows,Office 365,SaaS,Google Workspace",User,4
T1558,Steal or Forge Kerberos Tickets,credential-access,Windows,,4
T1027.003,Steganography,defense-evasion,"Linux,macOS,Windows",,3
T1001.002,Steganography,command-and-control,"Linux,macOS,Windows",,4
T1565.001,Stored Data Manipulation,impact,"Linux,macOS,Windows","User,Administrator,root,SYSTEM",5
T1553,Subvert Trust Controls,defense-evasion,"Windows,macOS,Linux",,3
T1548.003,Sudo and Sudo Caching,"privilege-escalation,defense-evasion","Linux,macOS",User,5
T1195,Supply Chain Compromise,initial-access,"Linux,Windows,macOS",,5
T1573.001,Symmetric Cryptography,command-and-control,"Linux,Windows,macOS",,4
T1497.001,System Checks,"defense-evasion,discovery","Linux,macOS,Windows",,3
T1542.001,System Firmware,"persistence,defense-evasion",Windows,"Administrator,SYSTEM",3
T1082,System Information Discovery,discovery,"Windows,IaaS,Linux,macOS",User,2
T1614,System Location Discovery,discovery,"Windows,Linux,macOS,IaaS",User,2
T1016,System Network Configuration Discovery,discovery,"Linux,macOS,Windows",User,2
T1049,System Network Connections Discovery,discovery,"Windows,IaaS,Linux,macOS","User,Administrator",2
T1033,System Owner/User Discovery,discovery,"Linux,macOS,Windows","User,Administrator",2
T1007,System Service Discovery,discovery,Windows,"User,Administrator,SYSTEM",2
T1569,System Services,execution,"Windows,macOS","User,Administrator,SYSTEM,root",3
T1529,System Shutdown/Reboot,impact,"Linux,macOS,Windows","User,Administrator,root,SYSTEM",5
T1124,System Time Discovery,discovery,Windows,User,2
T1543.002,Systemd Service,"persistence,privilege-escalation",Linux,"User,root",5
T1053.006,Systemd Timers,"execution,persistence,privilege-escalation",Linux,"User,root",5
T1542.005,TFTP Boot,"defense-evasion,persistence",Network,Administrator,3
T1080,Taint Shared Content,lateral-movement,Windows,User,4
T1221,Template Injection,defense-evasion,Windows,User,3
T1055.003,Thread Execution Hijacking,"defense-evasion,privilege-escalation",Windows,User,5
T1055.005,Thread Local Storage,"defense-evasion,privilege-escalation",Windows,,5
T1597.001,Threat Intel Vendors,reconnaissance,PRE,,1
T1497.003,Time Based Evasion,"defense-evasion,discovery","Linux,macOS,Windows",,3
T1547.003,Time Providers,"persistence,privilege-escalation",Windows,"SYSTEM,Administrator",5
T1070.006,Timestomp,defense-evasion,"Linux,macOS,Windows","root,SYSTEM,User",3
T1134.001,Token Impersonation/Theft,"defense-evasion,privilege-escalation",Windows,,5
T1588.002,Tool,resource-development,PRE,,1
T1020.001,Traffic Duplication,exfiltration,Network,Administrator,4
T1205,Traffic Signaling,"defense-evasion,persistence,command-and-control","Linux,macOS,Windows,Network",User,4
T1537,Transfer Data to Cloud Account,exfiltration,IaaS,User,4
T1565.002,Transmitted Data Manipulation,impact,"Linux,macOS,Windows","User,Administrator,SYSTEM,root",5
T1505.002,Transport Agent,persistence,"Linux,Windows","SYSTEM,Administrator,root",3
T1546.005,Trap,"privilege-escalation,persistence","macOS,Linux","User,Administrator",5
T1127,Trusted Developer Utilities Proxy Execution,defense-evasion,Windows,User,3
T1199,Trusted Relationship,initial-access,"Windows,SaaS,IaaS,Linux,macOS",,5
T1111,Two-Factor Authentication Interception,credential-access,"Linux,Windows,macOS","Administrator,SYSTEM",4
T1059.004,Unix Shell,execution,"macOS,Linux","User,root",3
T1546.004,Unix Shell Configuration Modification,"privilege-escalation,persistence","Linux,macOS","User,Administrator",5
T1552,Unsecured Credentials,credential-access,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers","User,Administrator,SYSTEM",4
T1535,Unused/Unsupported Cloud Regions,defense-evasion,IaaS,User,3
T1608.001,Upload Malware,resource-development,PRE,,1
T1608.002,Upload Tool,resource-development,PRE,,1
T1550,Use Alternate Authentication Material,"defense-evasion,lateral-movement","Windows,Office 365,SaaS,Google Workspace",,4
T1497.002,User Activity Based Checks,"defense-evasion,discovery","Linux,macOS,Windows",,3
T1204,User Execution,execution,"Linux,Windows,macOS,IaaS,Containers",User,3
T1564.007,VBA Stomping,defense-evasion,"Linux,Windows,macOS",User,3
T1055.014,VDSO Hijacking,"defense-evasion,privilege-escalation",Linux,,5
T1021.005,VNC,lateral-movement,"Linux,macOS,Windows",,4
T1078,Valid Accounts,"defense-evasion,persistence,privilege-escalation,initial-access","Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers","User,Administrator",5
T1218.012,Verclsid,defense-evasion,Windows,User,3
T1125,Video Capture,collection,"Windows,macOS",User,2
T1583.003,Virtual Private Server,resource-development,PRE,,1
T1584.003,Virtual Private Server,resource-development,PRE,,1
T1497,Virtualization/Sandbox Evasion,"defense-evasion,discovery","Windows,macOS,Linux",,3
T1059.005,Visual Basic,execution,"Windows,macOS,Linux","User,Administrator,SYSTEM",3
T1588.006,Vulnerabilities,resource-development,PRE,,1
T1595.002,Vulnerability Scanning,reconnaissance,PRE,,1
T1596.002,WHOIS,reconnaissance,PRE,,1
T1600,Weaken Encryption,defense-evasion,Network,Administrator,3
T1606.001,Web Cookies,credential-access,"Linux,macOS,Windows,SaaS",,4
T1056.003,Web Portal Capture,"collection,credential-access","Linux,macOS,Windows",,4
T1071.001,Web Protocols,command-and-control,"Linux,macOS,Windows",,4
T1102,Web Service,command-and-control,"Linux,macOS,Windows",User,4
T1583.006,Web Services,resource-development,PRE,,1
T1584.006,Web Services,resource-development,PRE,,1
T1550.004,Web Session Cookie,"defense-evasion,lateral-movement","Office 365,SaaS,Google Workspace",,4
T1505.003,Web Shell,persistence,"Linux,Windows,macOS","SYSTEM,User",3
T1059.003,Windows Command Shell,execution,Windows,User,3
T1555.004,Windows Credential Manager,credential-access,Windows,User,4
T1222.001,Windows File and Directory Permissions Modification,defense-evasion,Windows,"User,Administrator,SYSTEM",3
T1047,Windows Management Instrumentation,execution,Windows,"User,Administrator",3
T1546.003,Windows Management Instrumentation Event Subscription,"privilege-escalation,persistence",Windows,"Administrator,SYSTEM",5
T1021.006,Windows Remote Management,lateral-movement,Windows,"User,Administrator",4
T1543.003,Windows Service,"persistence,privilege-escalation",Windows,,5
T1547.004,Winlogon Helper DLL,"persistence,privilege-escalation",Windows,"SYSTEM,Administrator",5
T1547.013,XDG Autostart Entries,"persistence,privilege-escalation",Linux,"User,root",5
T1220,XSL Script Processing,defense-evasion,Windows,User,3
T1055.011,Extra Window Memory Injection,"defense-evasion,privilege-escalation",Windows,,5
T1053.005,Scheduled Task,"execution,persistence,privilege-escalation",Windows,,5
T1205.002,Socket Filters,"defense-evasion,persistence,command-and-control","Linux,macOS,Windows",,4
T1560.001,Archive via Utility,collection,"Linux,macOS,Windows",,2
T1021.005,VNC,lateral-movement,"Linux,Windows,macOS",,4
T1047,Windows Management Instrumentation,execution,Windows,,3
T1113,Screen Capture,collection,"Linux,Windows,macOS",,2
T1027.011,Fileless Storage,defense-evasion,"Windows,Linux",,3
T1037,Boot or Logon Initialization Scripts,"persistence,privilege-escalation","macOS,Windows,Linux,Network Devices,ESXi",,5
T1557,Adversary-in-the-Middle,"credential-access,collection","Linux,macOS,Network Devices,Windows",,4
T1033,System Owner/User Discovery,discovery,"Linux,macOS,Network Devices,Windows",,2
T1583,Acquire Infrastructure,resource-development,PRE,,1
T1218.011,Rundll32,defense-evasion,Windows,,3
T1613,Container and Resource Discovery,discovery,Containers,,2
T1583.007,Serverless,resource-development,PRE,,1
T1132.001,Standard Encoding,command-and-control,"ESXi,Linux,Windows,macOS",,4
T1027.009,Embedded Payloads,defense-evasion,"Linux,macOS,Windows",,3
T1556.003,Pluggable Authentication Modules,"credential-access,defense-evasion,persistence","Linux,macOS",,4
T1578.004,Revert Cloud Instance,defense-evasion,IaaS,,3
T1592,Gather Victim Host Information,reconnaissance,PRE,,1
T1596.003,Digital Certificates,reconnaissance,PRE,,1
T1056.001,Keylogging,"collection,credential-access","Linux,macOS,Network Devices,Windows",,4
T1564.012,File/Path Exclusions,defense-evasion,"Linux,macOS,Windows",,3
T1222.002,Linux and Mac File and Directory Permissions Modification,defense-evasion,"macOS,Linux",,3
T1110.001,Password Guessing,credential-access,"Windows,SaaS,IaaS,Linux,macOS,Containers,Network Devices,Office Suite,Identity Provider,ESXi",,4
T1216.001,PubPrn,defense-evasion,Windows,,3
T1597.002,Purchase Technical Data,reconnaissance,PRE,,1
T1003,OS Credential Dumping,credential-access,"Linux,macOS,Windows",,4
T1129,Shared Modules,execution,"Linux,macOS,Windows",,3
T1602,Data from Configuration Repository,collection,Network Devices,,2
T1561.002,Disk Structure Wipe,impact,"Linux,macOS,Windows,Network Devices",,5
T1498.001,Direct Network Flood,impact,"Windows,IaaS,Linux,macOS",,5
T1574.007,Path Interception by PATH Environment Variable,"persistence,privilege-escalation,defense-evasion","Windows,macOS,Linux",,5
T1213.002,Sharepoint,collection,"Windows,Office Suite",,2
T1006,Direct Volume Access,defense-evasion,"Network Devices,Windows",,3
T1588.007,Artificial Intelligence,resource-development,PRE,,1
T1666,Modify Cloud Resource Hierarchy,defense-evasion,IaaS,,3
T1564.008,Email Hiding Rules,defense-evasion,"Windows,Linux,macOS,Office Suite",,3
T1491.002,External Defacement,impact,"Windows,IaaS,Linux,macOS",,5
T1027.013,Encrypted/Encoded File,defense-evasion,"Linux,macOS,Windows",,3
T1590.005,IP Addresses,reconnaissance,PRE,,1
T1499.001,OS Exhaustion Flood,impact,"Linux,macOS,Windows",,5
T1014,Rootkit,defense-evasion,"Linux,macOS,Windows",,3
T1546.013,PowerShell Profile,"privilege-escalation,persistence",Windows,,5
T1059.007,JavaScript,execution,"Linux,macOS,Windows",,3
T1590.002,DNS,reconnaissance,PRE,,1
T1485.001,Lifecycle-Triggered Deletion,impact,IaaS,,5
T1123,Audio Capture,collection,"Linux,macOS,Windows",,2
T1543,Create or Modify System Process,"persistence,privilege-escalation","Windows,macOS,Linux,Containers",,5
T1133,External Remote Services,"persistence,initial-access","Containers,Linux,macOS,Windows",,5
T1546.006,LC_LOAD_DYLIB Addition,"privilege-escalation,persistence",macOS,,5
T1539,Steal Web Session Cookie,credential-access,"Linux,Office Suite,SaaS,Windows,macOS",,4
T1053.007,Container Orchestration Job,"execution,persistence,privilege-escalation",Containers,,5
T1568.002,Domain Generation Algorithms,command-and-control,"Linux,macOS,Windows,ESXi",,4
T1036.007,Double File Extension,defense-evasion,Windows,,3
T1548.002,Bypass User Account Control,"privilege-escalation,defense-evasion",Windows,,5
T1496.003,SMS Pumping,impact,SaaS,,5
T1016.001,Internet Connection Discovery,discovery,"Windows,Linux,macOS,ESXi",,2
T1548.003,Sudo and Sudo Caching,"privilege-escalation,defense-evasion","Linux,macOS",,5
T1560.003,Archive via Custom Method,collection,"Linux,macOS,Windows",,2
T1578,Modify Cloud Compute Infrastructure,defense-evasion,IaaS,,3
T1584.008,Network Devices,resource-development,PRE,,1
T1583.008,Malvertising,resource-development,PRE,,1
T1069,Permission Groups Discovery,discovery,"Containers,IaaS,Identity Provider,Linux,macOS,Office Suite,SaaS,Windows",,2
T1114,Email Collection,collection,"Windows,macOS,Linux,Office Suite",,2
T1003.002,Security Account Manager,credential-access,Windows,,4
T1596.002,WHOIS,reconnaissance,PRE,,1
T1542.001,System Firmware,"persistence,defense-evasion","Windows,Network Devices",,3
T1594,Search Victim-Owned Websites,reconnaissance,PRE,,1
T1069.003,Cloud Groups,discovery,"SaaS,IaaS,Office Suite,Identity Provider",,2
T1574.011,Services Registry Permissions Weakness,"persistence,privilege-escalation,defense-evasion",Windows,,5
T1596.001,DNS/Passive DNS,reconnaissance,PRE,,1
T1499.003,Application Exhaustion Flood,impact,"Windows,IaaS,Linux,macOS",,5
T1195.001,Compromise Software Dependencies and Development Tools,initial-access,"Linux,macOS,Windows",,5
T1588.004,Digital Certificates,resource-development,PRE,,1
T1583.002,DNS Server,resource-development,PRE,,1
T1561,Disk Wipe,impact,"Linux,macOS,Windows,Network Devices",,5
T1071.004,DNS,command-and-control,"Linux,macOS,Windows,Network Devices,ESXi",,4
T1552.005,Cloud Instance Metadata API,credential-access,IaaS,,4
T1555.002,Securityd Memory,credential-access,"Linux,macOS",,4
T1615,Group Policy Discovery,discovery,Windows,,2
T1542.003,Bootkit,"persistence,defense-evasion","Linux,Windows",,3
T1025,Data from Removable Media,collection,"Linux,macOS,Windows",,2
T1218.013,Mavinject,defense-evasion,Windows,,3
T1074.001,Local Data Staging,collection,"ESXi,Linux,macOS,Windows",,2
T1036.005,Match Legitimate Resource Name or Location,defense-evasion,"Containers,ESXi,Linux,macOS,Windows",,3
T1587.003,Digital Certificates,resource-development,PRE,,1
T1565.001,Stored Data Manipulation,impact,"Linux,macOS,Windows",,5
T1110.002,Password Cracking,credential-access,"Linux,macOS,Windows,Network Devices,Office Suite,Identity Provider",,4
T1114.001,Local Email Collection,collection,Windows,,2
T1555.001,Keychain,credential-access,macOS,,4
T1547,Boot or Logon Autostart Execution,"persistence,privilege-escalation","Linux,macOS,Windows,Network Devices",,5
T1003.004,LSA Secrets,credential-access,Windows,,4
T1600,Weaken Encryption,defense-evasion,Network Devices,,3
T1606.002,SAML Tokens,credential-access,"SaaS,Windows,IaaS,Office Suite,Identity Provider",,4
T1036.008,Masquerade File Type,defense-evasion,"Linux,macOS,Windows",,3
T1489,Service Stop,impact,"ESXi,IaaS,Linux,macOS,Windows",,5
T1587.001,Malware,resource-development,PRE,,1
T1652,Device Driver Discovery,discovery,"Linux,macOS,Windows",,2
T1087.002,Domain Account,discovery,"Linux,macOS,Windows",,2
T1547.014,Active Setup,"persistence,privilege-escalation",Windows,,5
T1564,Hide Artifacts,defense-evasion,"Linux,Office Suite,Windows,macOS,ESXi",,3
T1559.002,Dynamic Data Exchange,execution,Windows,,3
T1204.002,Malicious File,execution,"Linux,macOS,Windows",,3
T1591.003,Identify Business Tempo,reconnaissance,PRE,,1
T1071.005,Publish/Subscribe Protocols,command-and-control,"macOS,Linux,Windows,Network Devices",,4
T1592.001,Hardware,reconnaissance,PRE,,1
T1080,Taint Shared Content,lateral-movement,"Windows,SaaS,Linux,macOS,Office Suite",,4
T1484.002,Trust Modification,"defense-evasion,privilege-escalation","Identity Provider,Windows",,5
T1213.006,Databases,collection,"Linux,Windows,macOS,IaaS,SaaS",,2
T1573.001,Symmetric Cryptography,command-and-control,"ESXi,Linux,macOS,Network Devices,Windows",,4
T1087.001,Local Account,discovery,"ESXi,Linux,macOS,Windows",,2
T1586.001,Social Media Accounts,resource-development,PRE,,1
T1176.001,Browser Extensions,persistence,"Linux,Windows,macOS",,3
T1562.009,Safe Mode Boot,defense-evasion,Windows,,3
T1542.005,TFTP Boot,"defense-evasion,persistence",Network Devices,,3
T1543.003,Windows Service,"persistence,privilege-escalation",Windows,,5
T1568.001,Fast Flux DNS,command-and-control,"Linux,macOS,Windows,ESXi",,4
T1497.001,System Checks,"defense-evasion,discovery","Linux,macOS,Windows",,3
T1053.003,Cron,"execution,persistence,privilege-escalation","Linux,macOS,ESXi",,5
T1069.002,Domain Groups,discovery,"Linux,macOS,Windows",,2
T1588.006,Vulnerabilities,resource-development,PRE,,1
T1566.002,Spearphishing Link,initial-access,"Identity Provider,Linux,macOS,Office Suite,SaaS,Windows",,5
T1070.002,Clear Linux or Mac System Logs,defense-evasion,"Linux,macOS",,3
T1499.004,Application or System Exploitation,impact,"Windows,IaaS,Linux,macOS",,5
T1137,Office Application Startup,persistence,"Windows,Office Suite",,3
T1218.004,InstallUtil,defense-evasion,Windows,,3
T1598.003,Spearphishing Link,reconnaissance,PRE,,1
T1021.004,SSH,lateral-movement,"ESXi,Linux,macOS",,4
T1098.003,Additional Cloud Roles,"persistence,privilege-escalation","IaaS,Identity Provider,Office Suite,SaaS",,5
T1547.012,Print Processors,"persistence,privilege-escalation",Windows,,5
T1566.001,Spearphishing Attachment,initial-access,"Linux,macOS,Windows",,5
T1027.008,Stripped Payloads,defense-evasion,"macOS,Linux,Windows,Network Devices",,3
T1559.001,Component Object Model,execution,Windows,,3
T1574.001,DLL,"persistence,privilege-escalation,defense-evasion",Windows,,5
T1119,Automated Collection,collection,"IaaS,Linux,macOS,Office Suite,SaaS,Windows",,2
T1115,Clipboard Data,collection,"Linux,macOS,Windows",,2
T1003.007,Proc Filesystem,credential-access,Linux,,4
T1583.005,Botnet,resource-development,PRE,,1
T1555.005,Password Managers,credential-access,"Linux,macOS,Windows",,4
T1553.001,Gatekeeper Bypass,defense-evasion,macOS,,3
T1675,ESXi Administration Command,execution,ESXi,,3
T1608.004,Drive-by Target,resource-development,PRE,,1
T1007,System Service Discovery,discovery,"Linux,macOS,Windows",,2
T1040,Network Sniffing,"credential-access,discovery","Linux,macOS,Windows,Network Devices,IaaS",,4
T1553.002,Code Signing,defense-evasion,"macOS,Windows",,3
T1530,Data from Cloud Storage,collection,"IaaS,Office Suite,SaaS",,2
T1565.003,Runtime Data Manipulation,impact,"Linux,macOS,Windows",,5
T1552.002,Credentials in Registry,credential-access,Windows,,4
T1135,Network Share Discovery,discovery,"Linux,macOS,Windows",,2
T1120,Peripheral Device Discovery,discovery,"Linux,Windows,macOS",,2
T1036.009,Break Process Trees,defense-evasion,"Linux,macOS",,3
T1590.004,Network Topology,reconnaissance,PRE,,1
T1587.002,Code Signing Certificates,resource-development,PRE,,1
T1222.001,Windows File and Directory Permissions Modification,defense-evasion,Windows,,3
T1137.006,Add-ins,persistence,"Windows,Office Suite",,3
T1505.002,Transport Agent,persistence,"Linux,Windows",,3
T1082,System Information Discovery,discovery,"ESXi,IaaS,Linux,macOS,Network Devices,Windows",,2
T1071,Application Layer Protocol,command-and-control,"Linux,macOS,Windows,Network Devices,ESXi",,4
T1574.014,AppDomainManager,"persistence,privilege-escalation,defense-evasion",Windows,,5
T1074.002,Remote Data Staging,collection,"Windows,IaaS,Linux,macOS,ESXi",,2
T1098.006,Additional Container Cluster Roles,"persistence,privilege-escalation",Containers,,5
T1053,Scheduled Task/Job,"execution,persistence,privilege-escalation","Windows,Linux,macOS,Containers,ESXi",,5
T1218.007,Msiexec,defense-evasion,Windows,,3
T1590.003,Network Trust Dependencies,reconnaissance,PRE,,1
T1498.002,Reflection Amplification,impact,"Windows,IaaS,Linux,macOS",,5
T1556.002,Password Filter DLL,"credential-access,defense-evasion,persistence",Windows,,4
T1505.005,Terminal Services DLL,persistence,Windows,,3
T1059.002,AppleScript,execution,macOS,,3
T1176,Software Extensions,persistence,"Linux,macOS,Windows",,3
T1499.002,Service Exhaustion Flood,impact,"Windows,IaaS,Linux,macOS",,5
T1195.003,Compromise Hardware Supply Chain,initial-access,"Linux,macOS,Windows",,5
T1106,Native API,execution,"Linux,macOS,Windows",,3
T1558.005,Ccache Files,credential-access,"Linux,macOS",,4
T1070.007,Clear Network Connection History and Configurations,defense-evasion,"Linux,macOS,Windows,Network Devices",,3
T1558.004,AS-REP Roasting,credential-access,Windows,,4
T1584.003,Virtual Private Server,resource-development,PRE,,1
T1059.010,AutoHotKey & AutoIT,execution,Windows,,3
T1600.001,Reduce Key Space,defense-evasion,Network Devices,,3
T1070.003,Clear Command History,defense-evasion,"ESXi,Linux,macOS,Network Devices,Windows",,3
T1202,Indirect Command Execution,defense-evasion,Windows,,3
T1091,Replication Through Removable Media,"lateral-movement,initial-access",Windows,,5
T1005,Data from Local System,collection,"ESXi,Linux,macOS,Network Devices,Windows",,2
T1140,Deobfuscate/Decode Files or Information,defense-evasion,"ESXi,Linux,macOS,Windows",,3
T1137.005,Outlook Rules,persistence,"Windows,Office Suite",,3
T1562,Impair Defenses,defense-evasion,"Windows,IaaS,Linux,macOS,Containers,Network Devices,Identity Provider,Office Suite,ESXi",,3
T1586.003,Cloud Accounts,resource-development,PRE,,1
T1586.002,Email Accounts,resource-development,PRE,,1
T1098.007,Additional Local or Domain Groups,"persistence,privilege-escalation","Windows,macOS,Linux",,5
T1608.001,Upload Malware,resource-development,PRE,,1
T1195,Supply Chain Compromise,initial-access,"Linux,Windows,macOS,SaaS",,5
T1190,Exploit Public-Facing Application,initial-access,"Containers,ESXi,IaaS,Linux,macOS,Network Devices,Windows",,5
T1558,Steal or Forge Kerberos Tickets,credential-access,"Windows,Linux,macOS",,4
T1555,Credentials from Password Stores,credential-access,"IaaS,Linux,macOS,Windows",,4
T1567,Exfiltration Over Web Service,exfiltration,"ESXi,Linux,macOS,Office Suite,SaaS,Windows",,4
T1219,Remote Access Tools,command-and-control,"Linux,macOS,Windows",,4
T1583.001,Domains,resource-development,PRE,,1
T1560.002,Archive via Library,collection,"Linux,macOS,Windows",,2
T1055.003,Thread Execution Hijacking,"defense-evasion,privilege-escalation",Windows,,5
T1036,Masquerading,defense-evasion,"Containers,ESXi,Linux,macOS,Windows",,3
T1546.011,Application Shimming,"privilege-escalation,persistence",Windows,,5
T1552,Unsecured Credentials,credential-access,"Windows,SaaS,IaaS,Linux,macOS,Containers,Network Devices,Office Suite,Identity Provider",,4
T1547.010,Port Monitors,"persistence,privilege-escalation",Windows,,5
T1070.008,Clear Mailbox Data,defense-evasion,"Linux,macOS,Office Suite,Windows",,3
T1037.002,Login Hook,"persistence,privilege-escalation",macOS,,5
T1659,Content Injection,"initial-access,command-and-control","Linux,macOS,Windows",,5
T1055,Process Injection,"defense-evasion,privilege-escalation","Linux,macOS,Windows",,5
T1567.004,Exfiltration Over Webhook,exfiltration,"Windows,macOS,Linux,SaaS,Office Suite,ESXi",,4
T1205,Traffic Signaling,"defense-evasion,persistence,command-and-control","Linux,macOS,Network Devices,Windows",,4
T1021.008,Direct Cloud VM Connections,lateral-movement,IaaS,,4
T1218,System Binary Proxy Execution,defense-evasion,"Windows,Linux,macOS",,3
T1070.006,Timestomp,defense-evasion,"ESXi,Linux,macOS,Windows",,3
T1557.004,Evil Twin,"credential-access,collection",Network Devices,,4
T1620,Reflective Code Loading,defense-evasion,"Linux,macOS,Windows",,3
T1016.002,Wi-Fi Discovery,discovery,"Linux,Windows,macOS",,2
T1480.002,Mutual Exclusion,defense-evasion,"Linux,macOS,Windows",,3
T1564.011,Ignore Process Interrupts,defense-evasion,"Linux,macOS,Windows",,3
T1611,Escape to Host,privilege-escalation,"Windows,Linux,Containers,ESXi",,5
T1518.002,Backup Software Discovery,discovery,"Windows,macOS,Linux",,2
T1547.009,Shortcut Modification,"persistence,privilege-escalation",Windows,,5
T1010,Application Window Discovery,discovery,"Linux,Windows,macOS",,2
T1569.003,Systemctl,execution,Linux,,3
T1087.003,Email Account,discovery,"Windows,Office Suite",,2
T1497.003,Time Based Checks,"defense-evasion,discovery","Linux,macOS,Windows",,3
T1218.003,CMSTP,defense-evasion,Windows,,3
T1563.001,SSH Hijacking,lateral-movement,"Linux,macOS",,4
T1562.002,Disable Windows Event Logging,defense-evasion,Windows,,3
T1029,Scheduled Transfer,exfiltration,"Linux,macOS,Windows",,4
T1021.002,SMB/Windows Admin Shares,lateral-movement,Windows,,4
T1525,Implant Internal Image,persistence,"IaaS,Containers",,3
T1572,Protocol Tunneling,command-and-control,"ESXi,Linux,macOS,Windows",,4
T1218.002,Control Panel,defense-evasion,Windows,,3
T1599.001,Network Address Translation Traversal,defense-evasion,Network Devices,,3
T1608.002,Upload Tool,resource-development,PRE,,1
T1547.005,Security Support Provider,"persistence,privilege-escalation",Windows,,5
T1036.011,Overwrite Process Arguments,defense-evasion,Linux,,3
